EAR,MAR,TIME
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
0.3450524652509759,0.1804737854124365,09:11:11.561579
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
0.3450524652509759,0.1804737854124365,09:11:11.561579
0.33110076032733704,0.21573786516665266,09:11:11.769573
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
0.3450524652509759,0.1804737854124365,09:11:11.561579
0.33110076032733704,0.21573786516665266,09:11:11.769573
0.3256503936934201,0.21573786516665266,09:11:11.977578
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
0.3450524652509759,0.1804737854124365,09:11:11.561579
0.33110076032733704,0.21573786516665266,09:11:11.769573
0.3256503936934201,0.21573786516665266,09:11:11.977578
0.3060189585737958,0.21573786516665266,09:11:12.185578
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
0.3450524652509759,0.1804737854124365,09:11:11.561579
0.33110076032733704,0.21573786516665266,09:11:11.769573
0.3256503936934201,0.21573786516665266,09:11:11.977578
0.3060189585737958,0.21573786516665266,09:11:12.185578
0.3107298295490874,0.3,09:11:12.401543
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
0.3450524652509759,0.1804737854124365,09:11:11.561579
0.33110076032733704,0.21573786516665266,09:11:11.769573
0.3256503936934201,0.21573786516665266,09:11:11.977578
0.3060189585737958,0.21573786516665266,09:11:12.185578
0.3107298295490874,0.3,09:11:12.401543
0.32490748449652573,0.285354109927885,09:11:12.617580
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
0.3450524652509759,0.1804737854124365,09:11:11.561579
0.33110076032733704,0.21573786516665266,09:11:11.769573
0.3256503936934201,0.21573786516665266,09:11:11.977578
0.3060189585737958,0.21573786516665266,09:11:12.185578
0.3107298295490874,0.3,09:11:12.401543
0.32490748449652573,0.285354109927885,09:11:12.617580
0.32055109664043807,0.19621165057908915,09:11:12.841542
0.32063075654000023,0.24120226591665966,09:11:10.045870
0.33143350888513945,0.27994485458893903,09:11:10.295176
0.350653830239565,0.20786893258332634,09:11:10.503175
0.30908475288913556,0.18834271799576283,09:11:10.719140
0.35097671419868814,0.20786893258332634,09:11:10.929546
0.3142800338379957,0.24120226591665966,09:11:11.145580
0.3385793802016377,0.15500938466242947,09:11:11.353584
